artist	category	genre	title	tracks	year	id	merged_values
Varius Artists	Rock	Dance	Phat Tracks No. 32	6228	2000	105441	
Blondie	Rock	Rock	Remixed Remade Remodeled	6229	1995	105442	
Elvis Presley	Rock	Rock & Roll	Soldier Boy Is Back	6230		105443	
Nonpoint	Rock	Rock	Statement	6231	2000	105444	
Tool	Rock	Rock	Dissected	6232	1992	105445	
Verenas	Rock	Rock	80â´s	6233		105446	
Onix	Rock	Gangsta Rap	Triggernometry	6234	2003	105447	
Decomposing Serenity-mortuary Hacking Session	Rock	Death Metal	Split	6235		105448	
Pop Will Eat Itself	Rock	Rock	Now For A Feast	6236	2011	105449	
Sweet Baby	Rock	Rock	It's A Girl!	6237	2021	105450	
Prop 13	Rock	Punk	Change Is Good	6238	1997	105451	
Whitehurst, Logan	Rock	Cult	Mini Album Of Luv	6239	2003	105452	
Hard-ons	Rock	Punk Rock	Love Is A Battlefield Of Wounded Hearts	6240	1989	105453	
Adam West	Rock	Rock	Right On!	6241	2002	105454	
Bronco Busters	Rock	Rock	Fuzz Parade	6242		105455	
The No One	Rock	Punk	Serving Cool Tastes	6243	2002	105456	
The Blow	Rock	Rock	Don't Do The Bomb Before My Moustache Comes	6244	2003	105457	
Ordures Ioniques	Rock	Rock	Je M'en Viens Soã»l	6245		105458	
Jerry Lee Lewis	Rock	Rock & Roll	Triomphes Des Stars	6246	1957	105459	
The Suicide Machines	Rock	Punk	A Match And Some Gasoline	6247	2003	105460	
The Drugstore Cowboys	Rock	Rock & Roll	Crash & Burn	6248		105461	
Potatoes	Rock	Instrumental	This Is The Potatoes	6249	1994	105462	
Agent Orange	Rock	Rock	Greatest And Latest	6250	2008	105463	
Various Artists	Rock	Rock	Serie Oro Exitos De Siempre 1958 - Cd1	6251		105464	
The Clash	Rock	Rock	Cardiff Live 22 July 1977	6252	1977	105465	
Gorgons	Rock	Rock	Number One	6253	1992	105466	
Violent Femmes	Rock	Rock	3	6254	1988	105467	
Six Ft Hick	Rock	Rock	Chicken	6255	2000	105468	
Various Artists	Rock	Rock	The 70's	6256		105469	
Tommy Conwell And The Young Rumblers	Rock	Rock	Guitar Trouble	6257		105470	
Porretas	Rock	Rock	Ultima Generacion	6258	1993	105471	
Josie And The Pussycats	Rock	Rock	Josie And The Pussycats Movie Soundtrack	6259	2001	105472	
The Mad Capsule Market's	Rock	Rock	Park	6260	1994	105473	
Ustmamã²	Rock	Rock	Ustmamã²	6261		105474	
Hurriganes	Rock	Rock	Live At Metropol	6262	2013	105475	
B'ehl	Rock	Rock	Bright Eyes	6263		105476	
Lost Sounds	Rock	Darkwave	Memphis Is Dead	6264	2011	105477	
Drew Young	Rock	Other	Hide Out With Me	6265	1997	105478	
Reeperbahn	Rock	Pop	Reeperbahn	6266	1979	105479	
Die Apokalyptischen Reiter	Rock	Metal	Soft & Stronger	6267	1997	105480	
Prozzak	Rock	Rock	Saturday People	6268	2000	105481	
El Inquilino Comunista	Rock	Rock	Bluff	6269	2005	105482	
Nelson Coelho De Castro	Rock	Pop	Juntos	6270	1981	105483	
Abaddon Incarnate	Rock	Rock	The Last Supper	6271	1999	105484	
Joy & Lara	Rock	Rock	These Strange Days	6272	1997	105485	
Die Freie Garage	Rock	Rock	Hometown	6273		105486	
Girls Against Boys	Rock	Alternative	You Can't Fight What You Can't See	6274	2002	105487	
Inadaptats	Rock	Rock	Motã­! Avalot...	6275	1998	105488	
Reid Paley	Rock	Rock	Lucky's Tune	6276	1999	105489	
Doobie Brothers - Stampede	Rock	Rock	Doobie Brothers - Stampede	6277	1975	105491	
Alice Donut	Rock	Rock	Pure Acid Park	6278	1995	105492	
Dr. John	Rock	R&b	The Early Times Of Dr. John	6279	2020	105494	
Flour	Rock	Rock	Machinery Hill	6280	1991	105495	
Gulff	Rock	Rock	Ã¥?â€ã¥â¥?ã¦â€ºâ²ã£â‚¬å“the 2nd Lpã£â‚¬å“	6281	2002	105496	
Anouk	Rock	Rock	Graduated Fool	6282	2003	105497	
Whopper	Rock	Punk	No Music Here	6283	2003	105498	
Virgin Megastore	Rock	Rock	Best Of British	6284	2003	105499	
Drain S.T.H.	Rock	Rock	Freaks Of Nature	6285	1999	105500	
Bee Gees	Rock	Pop	To Whom It May Concern	6286	1972	105501	
Stept On	Rock	Rock	Lonely	6287		105502	
Di Leva	Rock	Pop	Jag Ã¤r Du	6288	1997	105503	
Christine Anu	Rock	Vocal	Stylin' Up	6289	1995	105504	
Telephone	Rock	Rock	Sur La Route (cd1)	6290	1979	105505	
Os Mulheres Negras	Rock	Alternative	Mãºsica Serve Pra Isso	6291	1989	105506	
Freud Marx Engels & Jung	Rock	Rock	Takamehtien Mekatã¤htiã¤	6292	1989	105507	
Eraserheads	Rock	Rock	Ultraelectromagneticpop	6293	2018	105508	
Brad	Rock	Rock	Interiors	6294	1997	105509	
W.E.T	Rock	Rock	Rockâ´nâ´roll Meltdown	6295	1991	105510	
Epic Soundtracks	Rock	Rock	Rise Above	6296	2012	105511	
Sorrow	Rock	Rock & Roll	Confusion	6297	2003	105512	
Various Artists	Rock	Samba	Happy Baby Party Vol 1	6298	1999	105514	
Georgia	Rock	Rock	Everybody's God	6299	2022	105515	
Annione	Rock	Rock	Annione	6300		105516	
Barjudah	Rock	Rock	Stronger	6301		105517	
Ã‚ã¨ã±ã®ãªã®ã±ã­ã»ã© Ã£ã®ã¤	Rock	Rock	Ãšã®ã²ã®ã°ã»ã© Ã¯ã®ã¢ã²ã®ã°ã¿ã¥ã²ã±ã¿	6302		105518	
Clockhouse	Rock	Rock	Sundials + Wires	6303	2010	105519	
Fred Savage And The Unbeatables	Rock	Rock Ska	Fred Savage And The Unbeatables	6304	2003	105520	
Radio Noise	Rock	Ska	What It Takes	6305	2002	105521	
The Spin	Rock	Rock	The Goddess Of Love	6306	2020	105522	
Uncle Ho	Rock	Alternrock	Deflowers Lunch	6307	1996	105523	
Top Authority	Rock	Rap	Top Authority	6308	1997	105524	
Various Artists	Rock	Dance	Dance Collection (vol.26) - Tormentoni	6309	2003	105525	
Sparta	Rock	Rock	Wiretap Scars	6310	2002	105526	
Solid Base	Rock	Dance	The Take Off	6311	1998	105527	
7 Days A Week	Rock	Rock	Justolosova Dance	6312		105528	
The Beatles	Rock	Rock	The Beatles - 1967-1970 (cd2)	6313	1993	105529	
Daniel Kã¼blbã¶ck	Rock	Pop	Positive Energie	6314	2003	105530	
Freedom For King-kong	Rock	Rock	Primate Diplomate	6315	2000	105531	
Soma	Rock	Rock	Soma	6316		105532	
Darna	Rock	Heavy Metal	Darna	6317	2002	105533	
The Mutton Birds	Rock	Rock	Envy Of Angels	6318	1996	105534	
Sober	Rock	Metal	Paradysso	6319	2002	105535	
Jason And The Scorchers	Rock	Rock	Midnight Roads And Stages (disc 1)	6320	1996	105536	
10 Cc	Rock	Rock	10 Cc's Greatest Hits 1972-1978	6321	2007	105537	
Various Artists	Rock	Rock	The Rock Collection - Guitar Rock 1	6322		105538	
John Reuben	Rock	Rap	Hindsight (advance Release)	6323	2000	105539	
Andre Gagnon	Rock	Instrumental	Noel	6324	2000	105540	
Jessica Andrews	Rock	Rock	Irresistible	6325		105541	
Vaughn	Rock	Hard Rock	Forever Live	6326	2001	105542	
Anders Glenmark	Rock	Rock	Alla Dessa Bilder	6327	2002	105544	
Steve Thomson	Rock	Rock	Steve Thomson	6328		105545	
Jim Diamond	Rock	Pop	Double Crossed	6329	1993	105547	
Deep Purple	Rock	Hard Rock	Bananas	6330	2003	105550	
Toshi Kubota	Rock	R&b	Nothing But Your Love	6331	2000	105551	
Per Gessle	Rock	Rock	The World According To Gessle	6332	1997	105553	
Emotional Joystick	Rock	Electronic	Bellicose Pacific (promo Pre-release)	6333	2002	105554	
Gorky Park	Rock	Rock	Stare	6334	1996	105555	
Bryan Adams	Rock	Rock	Unplugged	6335	1997	105556	
Strauss	Rock	Rock	Social Insecurities	6336	2014	105557	
Tumbleweed	Rock	Rock	Galactaphonic	6337	1995	105558	
Deejay Punk-roc	Rock	Rock	Thrift Store Classics (cd Two)	6338		105559	
Scorpions	Rock	Rock	The Back To Black Collection	6339	2000	105560	
Skillet	Rock	Rock	Alien Youth	6340	2001	105561	
Rush	Rock	Rock	Test For Echo	6341	1996	105562	
Various Artists	Rock	Soul	Soul'd Together Vol. 4	6342	2012	105564	
Gladys Knight	Rock	Soul	Good Woman	6343	1991	105566	
Renaud	Rock	Rock	Paris-provinces Cd2	6344	1985	105568	
Mixed Kiwis	Rock	Rock	Nature Best Cd2	6345	2001	105570	
The Rolling Stones	Rock	Rock	Just Another Gig	6346	1978	105571	
Cream	Rock	Rock	Wheels Of Fire (disk 1)	6347	1968	105572	
Think Out Loud	Rock	Rock	Shelf Life	6348	1997	105573	
King Crimson	Rock	Progressive Rock	Projekct Three - Masque	6349	1999	105574	
Waterboys	Rock	Alt. Rock	Fisherman's Blues	6350	1988	105575	
Julieta Venegas	Rock	Rock	Bueninvento	6351	2000	105576	
Spirit Caravan	Rock	Rock	Jug Fulla Sun	6352	1999	105577	
Anesthesia	Rock	Rock	Eye For An Eye	6353	2012	105578	
Various	Rock	Rock	Bat Head Soup - Tribute To Ozzy	6354	2001	105579	
Rebel Train	Rock	Rock	Laying Tracks	6355	2012	105580	
Billy Joel	Rock	Rock	Greatest Hits Volume Ii (1978-85)	6356	1978	105581	
The Racketeers	Rock	Rock	Long Time Gone	6357	1999	105582	
Liza	Rock	Easy Listening	Andra Sinnen	6358	1995	105583	
Wishbone Ash	Rock	Classic Rock	Just Testing	6359	1980	105584	
Ã€ã­â³ Ã‹ã®ã°ã ãª	Rock	Pop	Ã’ã ã¬ Ã¤ã¥ Ã²ã¨ Âº	6360	2002	105585	
Flash Cadillac	Rock	Rock	A Night At The Symphony	6361		105586	
Distance	Rock	Rock	Under The One Sky 1989	6362	1989	105587	
Garlic	Rock	Alternative	The Murky World Of Seats	6363	2002	105588	
Black Sorrows	Rock	Rock	The Great Black Sorrows - Cd2	6364	2007	105589	
Various	Rock	Pop/funk	The Best Of Motown 1980's - Volume 1	6365	2002	105590	
Billy Ocean	Rock	Rock	Greatest Hits	6366	2010	105591	
Terminaator	Rock	Rock	Head Uudised	6367	2006	105592	
The Robbie Mcintosh Band	Rock	Rock	Emotional Bends	6368	1999	105593	
Bone Thugs-n-harmony	Rock	Rap	The Collection Vol. 2	6369	2001	105594	
Chinchilla	Rock	Metal	Madtropolis	6370	2003	105595	
Hybred	Rock	Rock	Crowding The Spectrum	6371		105596	
Merfen Orange	Rock	Hip-hop	Amapparat	6372	2000	105597	
Curve	Rock	Rock	Pubic Fruit	6373		105598	
Various	Rock	Jpop	90's Best Hit Songs - Perfect Collection - Disc 2	6374	2000	105599	
Feel	Rock	Rock	Stay Where You Are!	6375	2022	105600	
Rosebud	Rock	Rock Altern	Lost Garden	6376	1999	105601	
Various	Rock	Rock	The Beavis And Butt-head Experience	6377	2011	105602	
Ryuichi Sakamoto	Rock	Rock	Beauty	6378	1989	105603	
Phil Keaggy	Rock	Rock	Beyond Nature	6379	1991	105604	
Tata Bojs	Rock	Rock	Biorytmy	6380	2002	105605	
Behemoth	Rock	Metal	Pandemonic Incantations	6381	2021	105608	
Marshall Law	Rock	Rock	Warning From History	6382		105609	
Darkend	Rock	Gothic Rock	The Gothic Rock Compilation Vol. 2 (cd 2)	6383	1998	105610	
Cult	Rock	Rock	The Cult	6384	1994	105611	
Lenny Kravitz	Rock	Rock	Born To Be A Gypsy	6385	1989	105612	
Rainbow	Rock	Rock	The Rainbow Family Album	6386	2003	105613	
The Bluetones	Rock	Britpop	Return To The Last Chance Saloon	6387	1998	105614	
Def Leppard	Rock	Rock	Hysteria	6388	1987	105615	
The Rolling Stones	Rock	Rock	Bridges To Babylon	6389	1997	105616	
Various Artists	Rock	Soul	Love Soul Classics	6390	2000	105617	
Various	Rock	Visions	Visions: All Areas Vol. 18	6391	2001	105618	
U2	Rock	Rock	Zootopia - Hottest Ticket In Rock - Cd1	6392	1993	105619	
Mollys Yes	Rock	Rock	Paper Judas	6393	1999	105620	
Guns N' Roses	Rock	Rock	The Best Of	6394	2000	105621	
Gary Moore	Rock	Rock	A Different Beat	6395	1999	105622	
Pentagram	Rock	Metal	Trail Blazer	6396	1992	105623	
Level 42	Rock	Rock	Live At Wembley '87	6397	1987	105624	
Rick Wakeman	Rock	Easy Listening	Visions Of Paradise	6398	1996	105625	
Westing House	Rock	Rock	Fundamental	6399		105626	
Various	Rock	Heavy Metal	The Finest Of Hard Rock Vol. 1 (disc 2/2)	6400		105627	
Yolandita Monge	Rock	Rock	En Vivo	6401	2018	105628	
Genesis	Rock	Progressive Rock	And Then There Were B-sides {disc One}	6402	2003	105629	
Ruben Blades	Rock	Alternative	Lo Mejor De	6403	2000	105632	
Tabitha's Secret	Rock	Rock	Don't Play With Matches	6404	1997	105633	
Metallica	Rock	Hard Rock	The Unforgiven Hits - Part 1	6405	1991	105634	
Ltj Bukem Presents	Rock	Rock	Logical Progression Level 1 Disk A	6406		105635	
Geoffrey Downes/new Dance Orch.	Rock	Rock	The Light Program	6407		105636	
Ã£â€šâµã£â€šâ¤ã£â€šâ±ã£â€šâ¢ã£â€šâ¦ã£æ’â€ž	Rock	Electronic	Ã£æ’â³ã£æ’â»ã£æ’â€˜ã£â€šâ« Ã£â€šâªã£æ’â¼ã£æ’â´ã£â€šâ¡ã£æ’â¼ã£æ’â€°ã£æ’â©ã£â€šâ¤ã£æ’â´	6408		105637	
The Juke Box Collection	Rock	Rock	Disk 2	6409		105638	
Roger Waters	Rock	Rock	Amused To Death	6410	1992	105639	
Florida Funktopia	Rock	Techno	Episode One	6411	2000	105640	
Soma	Rock	Rock	Hollow Earth	6412	1994	105641	
Tori Amos	Rock	Rock	Rhapsody In Pink - Disc 2	6413	1994	105642	
The B Band	Rock	Rock	Immortal Emotion	6414	1996	105643	
Stevie Nicks	Rock	Rock	Cloaks And Daggers	6415	1981	105644	
Dj Sonic	Rock	Electronic	Zig Zag	6416	1995	105645	
Winterland Nights	Rock	Rock	Bruce Springsteen	6417		105646	
Bon Jovi	Rock	Hard Rock	Document In Japan	6418	1985	105647	
Elvis Presley	Rock	Rock & Roll	De Luxe Collection	6419	2001	105648	
The Briefs	Rock	Punk Rock	Off The Charts	6420	2003	105649	
Surf Report	Rock	Rock	Inferno	6421	1996	105650	
Verka Serdyuchka, Alla Pugacheva, Maxim Galkin	Rock	Pop	Za Dvumya Zaitsami	6422	2003	105651	
The Lords	Rock	Rock	The Best Of	6423	2020	105652	
Frank Sinatra	Rock	Rock	The Original Sessions, Vol 2	6424	2010	105653	
Johnny Horton	Rock	Rock	Greatest Hits	6425	1989	105654	
Bo Diddley	Rock	R&b	Say Man	6426	1991	105655	
Collections	Rock	Rock	History Of Rock Volume 8	6427		105656	
The Mobile Mob Freakshow	Rock	Rock	Deathtrip 2000 (promo)	6428		105657	
Carol	Rock	Rock	Ã£æ’â€¢ã£â€šâ¡ã£æ’â³ã£â€šâ­ã£æ’â¼ã£æ’â»ã£æ’â¢ã£æ’â³ã£â€šâ­ã£æ’â¼ã£æ’â»ã£æ’â„¢ã£â€šâ¤ã£æ’â€œã£æ’â¼	6429	2023	105658	
Mario Castro Neves & Samba S.A.	Rock	Latin	Mario Castro Neves & Samba S.A.	6430	1967	105659	
Holsteiner Jungs	Rock	Progressive Rock	Hass Im Gesicht	6431	1997	105660	
Second String	Rock	Punk Rock	Call It What You Want	6432	2001	105661	
The Saints	Rock	Rock	Eternally Yours	6433	2009	105663	
Various	Rock	Rock	13 Of The Best Doo Wop Love Songs	6434		105664	
Guitar Wolf	Rock	Rock	Jet Generation	6435	1999	105665	
Various	Rock	Death Metal	Big Band Boogie	6436	1902	105666	
Carpenters	Rock	Rock	Ticket To Ride	6437	1969	105667	
Lapinlahden Linnut	Rock	Rock	Grrr!	6438		105668	
The Dcb Band	Rock	Hardcore	Came In A Limo...Left In A Hearse	6439	2001	105669	
Javier Solã­s	Rock	Latin	Grandes Exitos	6440		105670	
Luicy	Rock	Ballad	Blue Lagune	6441	1996	105672	
Get Out	Rock	Rock	Oi! With An Attitude	6442	2001	105673	
Coastal Flooding	Rock	Rock	Not Yet A Threat	6443		105674	
The Leroi Brothers	Rock	Rock	Viva Leroi	6444	1992	105675	
Ashes To Ashes	Rock	Rock	Re-incarbonated	6445	2020	105676	
C.O.D.E.	Rock	Rock	2	6446		105677	
Tapestry Drive	Rock	Rock	Evolution Revolution	6447	2002	105678	
Ã¥â±â±ã¤â¸â€¹ã©?â€ã©æ’å½	Rock	R&b	Big Wave	6448		105679	
The English Beat	Rock	Ska	Wha'ppen	6449	1981	105680	
Filet Of Soul	Rock	Funk	Incommunicado	6450	1998	105681	
Various Artists	Rock	Rock	Soul Hits Of The '70s	6451		105682	
Sons Of Angels	Rock	Hard Rock	Thrill Of The Feel	6452	2000	105683	
The Busy Signals	Rock	Rock	Pretend Hits	6453		105684	
Salt	Rock	Rock	Delay Me Down And Make Me Wah Wah!!!	6454	1993	105686	
Echobelly	Rock	Rock	On	6455	1995	105687	
John Bottomley	Rock	Rock	Blackberry	6456	2009	105688	
The Beta Band	Rock	Other	Heroes To Zeros	6457	2004	105689	
Queen	Rock	Rock	Rock In Japan (disc 1)	6458	1985	105690	
Lohmann, Ulf	Rock	Ambient	Because Before	6459	2001	105691	
Alex Fox	Rock	Latin	Malaguena	6460	1996	105692	
Herman Brood	Rock	Rock	Ciao Monkey	6461	2001	105693	
Various/hits Ãœber 30 Cd3	Rock	Rock	Various/hits Ãœber 30 Cd3	6462		105694	
X3 Super Gang	Rock	Pop	X3 Super Gang	6463	1997	105695	
Graham Coxon	Rock	Alt Rock	The Golden D	6464	2000	105696	
Adriangale	Rock	Hard Rock	Re:program	6465	2002	105697	
Krezip	Rock	Rock	Nothing Less	6466	2009	105698	
The Everly Brothers	Rock	Rock	Born Yesterday	6467	1985	105699	
Various Artists	Rock	Rock	Metal Massacre 2	6468		105700	
Various Artists	Rock	Rock	The Rock Collection - Soft Rock (cd 1)	6469	1992	105701	
Various Artists	Rock	Rock	Top Hole 13jaar Stronteigenwijs	6470		105702	
New York Dolls	Rock	Rock	The Glamorous Life Live	6471	1973	105703	
Mandy Moore	Rock	Pop	Coverage	6472	2003	105704	
Rayvns	Rock	Rock	Rayvns	6473		105705	
Skin	Rock	Rock	Hasta La Vista, Baby! - Disk2	6474	1997	105706	
The Velvet Underground	Rock	Rock	Best Collection	6475	1967	105707	
Various Artist	Rock	Soundtrack	My Best Friend's Wedding Music From The Motion Picture	6476	1997	105708	
Sampler	Rock	Rock	Rock-cans	6477		105709	
Rednex	Rock	Redneck	Sex & Violiins	6478	1995	105710	
Deacon Blue	Rock	Rock	Raintown	6479	1987	105711	
Catapulta	Rock	Hardcore	2âº Versã£o	6480	2022	105712	
Jennifer Paige	Rock	Rock	Positively Somewhere	6481	2001	105713	
Zinatra	Rock	Rock	Zinatra	6482	1988	105714	
Nilsson	Rock	Rock	Nilsson	6483	1998	105715	
Everclear	Rock	Rock	So Much For The Afterglow	6484	1997	105718	
(hed)pe	Rock	Nu-metal	Blackout	6485	2003	105720	
Krauthobel	Rock	Rock	Negl Mã¶t Kã¶pf	6486	1997	105721	
Loukass	Rock	Rock	Akasa	6487		105722	
Eric Burdon And The Animals	Rock	Rock	House Of The Rising Sun	6488	1985	105723	
Papa Roach	Rock	Rock	Old Friends From Young Years	6489	2017	105724	
Lenny Wolf's Germany	Rock	Rock	Lenny Wolf's Germany	6490	1982	105725	
Varios	Rock	Rock	Desesperado Club Social	6491	2002	105726	
Airhead	Rock	Rock	Boing!	6492	2021	105728	
Life In General	Rock	Rock	Long Forgotten Toys	6493	1998	105729	
Sacred Reich	Rock	Rock	Independent	6494	1993	105730	
2 Pac	Rock	Rap	The Underground Trx	6495	2000	105731	
Various	Rock	Easy Listening	The Most Requested Wedding Songs Vol. 2	6496	2001	105732	
Elton John	Rock	Rock	Made In England	6497	1995	105733	
Adrian Snell	Rock	Undefined	Kiss The Tears	6498	1992	105734	
Robert Gawlinski	Rock	Rock	X	6499	1998	105735	
Nick Carter	Rock	Pop	Now Or Never	6500	2002	105736	
U2	Rock	Rock	Rock's Hottest Ticket, Disc #1	6501	1987	105737	
Buffalo Tom	Rock	Alternative Rock	Let Me Come Over	6502	1991	105738	
John Bottemley	Rock	Rock	Songs With The Ornamental Hermits	6503		105739	
Men Without Hats	Rock	Pop	The Adventures Of Women & Men Without Hate In The 21st Century	6504	1989	105740	
Fergie Frederiksen	Rock	Hard Rock	Equilibrium	6505	1999	105741	
Slaughter	Rock	Hard Rock	Back To Reality	6506	1999	105743	
Brett Walker & The Railbirds	Rock	Westcoast/aor	Railbirds	6507	1996	105745	
Luna Pop	Rock	Pop	Un Giorno Migliore	6508	2023	105746	
Various	Rock	Rock	Mes Meileures Copines	6509	1997	105747	
Ishimine Satoko	Rock	Jpop	Best Collection	6510	1997	105748	
Sister Hazel	Rock	Alternative	Chasing Daylight	6511	2003	105749	
Ã¥â¼âµã¥â­â¸ã¥?â€¹	Rock	Soundtrack	1999ã¥?â€¹ã¥â‚¬â€¹ã¤âºâºã¦â¼â€ã¥â€â±ã¦å“æ’ [disc One]	6512	1999	105750	
Das Auge Gottes	Rock	Rock	Das Kleine Leben	6513		105752	
Ã§â±â³ã§â±â³ã¯â¼â£ã¯â¼â¬ã¯â¼âµã¯â¼â¢	Rock	Jpop	Phi Ii	6514	1994	105753	
Shanghai'd Guts	Rock	Rock	Out Of Tune	6515	1991	105754	
Blondie	Rock	Rock	The Hunter	6516	1982	105755	
Mariachi Sol De Mexico	Rock	Latin	Homenaje Al Mariachi	6517	2022	105756	
Schulze	Rock	Rock	Ich Hã¤ng An Dir	6518	1994	105757	
Choirboys	Rock	Rock	Dancing On The Grave Of Rock N Roll	6519	1994	105758	
Dina Carroll	Rock	Pop	So Close	6520	1993	105759	
Ã¸ã©ã·ã© Ã¢ã¬	Rock	Pop	Ã§ã´ã¹ Ã¡ã©	6521	1993	105760	
Â³â¯âªã¢ã„ãµ	Rock	Techno	Â¥xâ»yâ¦ã‘âºqâªã·â¦â± 14	6522		105761	
Noã¯	Rock	Rock	Malice De Beautã©	6523		105762	
John Cale	Rock	Rock	Rytmeposten, Odense 04.12.2003 (2)	6524	2003	105763	
Karyn White	Rock	Soul	Make Him Do Right	6525	1994	105766	
Inkubus Sukkubus	Rock	Gothic Rock	Vampirella	6526	2008	105767	
Paul Cunniffe	Rock	Rock & Roll	Excuse My Accent	6527	2013	105768	
Convent	Rock	Indie	Crashed Cars & Loveletters	6528	1996	105769	
Brick Skin	Rock	Alt. Rock	Nothing Street	6529	2003	105770	
Paganini	Rock	Rock	Paganini	6530	1991	105771	
Icp	Rock	Gangsta	Forgotten Freshness 2	6531	1998	105772	
Foo Fighters	Rock	Rock	One By One	6532	2003	105773	
Sophia	Rock	Alternrock	People Are Like Seasons	6533	2004	105774	
Greatest Hits Vol. Ii	Rock	Rock	Billy Joel	6534		105775	
Forgotten Silence	Rock	Rock	Kabaach	6535	1999	105776	
Rage Against The Machine	Rock	Rage Punk	Rage Against The Machine	6536	1992	105777	
Projet Orange	Rock	Pop	Projet Orange	6537	2000	105778	
Various	Rock	Rock	Born To Be Wild	6538	1996	105779	
Haydn	Classical	Classical	String Quartets \the Lark\ Op. 64 - Tatrai Quartet - Cd 1	6539	2001	10578	
A. J. Mora	Rock	Rock	Transformed	6540		105780	
Bearded Lady	Rock	Rock	The Rise And Fall	6541	1975	105781	
Velvet Underground	Rock	Rock	Take A Trip - Disc 2	6542	1993	105782	
Lighthouse	Rock	Rock	Song Of The Ages	6543	1999	105784	
Third Day	Rock	Worship	Offerings - A Worship Album	6544	2000	105785	
Madonna	Rock	Pop	Live U.S.A	6545		105786	
Renegade Soundwave	Rock	Electronic	In Dub	6546	1990	105787	
The Doors	Rock	Rock	Box Set - Part 1	6547	1970	105788	
Escovedo, Alejandro	Rock	Rock	Thirteen Years	6548	1994	105789	
Evgeniya Vlasova	Rock	Pop	Veter Nadezhdi	6549	2001	105790	
Agness	Rock	Rock	Love, Alice	6550		105791	
Spineshank	Rock	Metal	Self-destructive Pattern	6551	2003	105792	
Stevie Wonder	Rock	Rock	Characters	6552	1987	105793	
Colorwise	Rock	Rock	Thunderale	6553		105794	
Koyote	Rock	Pop	Passion	6554	2000	105795	
Delirious?	Rock	Christian Rock	Deeper: The D:finitive Worship Experience (disc 2)	6555	2001	105796	
Kiss	Rock	Rock	You Wanted The Best, You Got The Best!! (japan)	6556	1996	105797	
Jimmy Page & The Black Crowes	Rock	Rock	Live At The Greek - Disk 1	6557	2017	105798	
Deep Purple	Rock	Rock	Knocking At Your Back Door (the Best Of Deep Purple In The 80's)	6558	1991	105799	
Darren Pearce	Rock	Rock	Golden	6559	2001	105800	
Space	Rock	Rock	The Web - Remixes From 'spiders'	6560	1996	105802	
The Who	Rock	Rock	No Substitutes - Msg - 7-18-1996 - Disc 1	6561	1973	105803	
Various	Rock	Electronic	Galactic Sound Lab >>> One	6562	1998	105804	
Mr.X & Mr. Y	Rock	Rock	Live From Berlin	6563		105805	
Gamma Ray	Rock	Heavy Metal	Power Plant	6564	1999	105809	
Various	Rock	Rock	Rockabilly Shakedown	6565	Asin: B00000610f	105810	
The Band	Rock	Rock	The Last Waltz Disc 1	6566	1978	105811	
Bon Jovi	Rock	Rock	Greatest Hits Live	6567	1988	105812	
Bob Dylan	Rock	Rock	Illusion Of Time Disc One	6568	1965	105813	
Various	Rock	Rock	Mats Singles - Volume 4	6569		105814	
Rush	Rock	Progressive Rock	Different Stages (disc 2)	6570	1998	105815	
Rush	Rock	Rock	Experience To Extremes (disc 1)	6571	1984	105817	
Various	Rock	Rock	Foundations - Cd 1	6572		105818	
2pac	Rock	Rap	All Eyez On Me Book 1	6573	1996	105819	
Dekadance	Rock	Folk/rock	Live In London	6574	2001	105820	
Dj Tom & Norman	Rock	Electronic	The Final Exhibition	6575	1994	105821	
Six Foot Under	Rock	Progressive Rock	Don't F*** With What God Intended	6576	2003	105822	
Pascal Obispo	Rock	Pop	Millã©sime - Live 00/01	6577	2001	105823	
Various Artists	Rock	Electronic	Forma. 1.02	6578	2002	105825	
Pink Floyd Performed By The London Philharmonic Orchestra	Rock	Symphonic Rock	Us And Them: Symphonic Pink Floyd	6579	1995	105826	
Various Artists	Rock	Rock	Sty Wars - A Collection Of Pork Medallions	6580		105827	
Prodigy	Rock	Techno	The Fat Mixes	6581		105828	
Acid Jesus	Rock	Techno	Klang	6582	2017	105829	
Antiseen	Rock	Rock	Honour Among Thieves / Southern Hostility	6583	2002	105830	
Led Zeppelin	Rock	Rock	Compilation	6584	1979	105831	
Various	Rock	Breakbeat	Phil K : Breaks From Australia	6585	2003	105832	
Lucky Blondo	Rock	Oldies	Sixties Oldies	6586	2015	105833	
Blue Oyster Cult	Rock	Rock	On Your Feet Or On Your Knees	6587	1975	105834	
Various Artists	Rock	Rock	50 Chartbusters & Milestones Vol. 1 (cd 1)	6588		105836	
Prince	Rock	Pop/funk	Do U Wanna Go Home - Disk 1	6589	1993	105837	
Various Artist	Rock	Techno	Techno Inside	6590		105838	
River City Rebels	Rock	Rock	Racism, Religion, And War	6591	2000	105839	
Jimi Hendrix	Rock	Rock	Inedits	6592	1968	105840	
The Beatles	Rock	Rock/pop	The Silver Beatles	6593	1986	105841	
American Pig	Rock	Punk Rock	Feed 'em Before You Kill 'em	6594		105842	
Inferia	Rock	Death Metal	Masterpiece	6595		105843	
Mega City Four	Rock	Rock	Terribly Sorry Bob	6596	1990	105844	
Ramones	Rock	Rock	End Of The Century	6597	1980	105845	
Reincidentes	Rock	Punk Rock	Â¿donde Esta Judas?	6598	1992	105847	
Urijah	Rock	Rock	Fire Of Jah	6599	2003	105848	
